mcg,gvh,alm,mit,erl,pox,vac,nuc,class,Cluster,Agglomerative_Cluster
0.0443858001226034,0.0411953632429334,0.2555847210141777,0.1904563559776942,0.0035524514701452,0.0117160060590301,0.1935778122227176,0.7964343567059291,MIT,2,1
0.1245792134455452,0.2056788360416841,0.1336172488081967,0.0822385030729662,0.0063022216916804,0.0661036786744316,0.0169831794074631,0.2763439216325656,CYT,2,0
0.2110033201581862,0.2510978723204844,0.2105024111263571,0.2898120604432115,0.1886418716924069,0.0285609399084802,0.0756179253583686,0.6561112446365631,CYT,3,3
0.3581887554246956,0.1370851451511426,0.394633906179255,0.3685941128068216,0.0731229582512928,0.070923544165725,0.0809923309712402,0.0892636652818521,NUC,0,2
0.6522422663601021,0.1302740052424783,0.1800545869960316,0.3133281260815443,0.1214700446273286,0.0185737092385345,0.1683221948788903,0.3762260698780801,MIT,0,0
0.1622660260567806,0.2722655509331232,0.3479576204224592,0.1904543226935571,0.0717561053542396,0.0666228151849942,0.0182207405562672,0.3883959894947398,EXC,2,1
0.0694242954698856,0.2461114000692543,0.5099154065336564,0.200769823331265,0.2695099580066176,0.0912456381503648,0.1875748068139087,0.3377456549561554,CYT,3,1
0.076848080809821,0.1412021092298885,0.2713165653742662,0.1077518531235272,0.0436016222931472,0.0449567180231954,0.0044302422537826,0.386152629468223,CYT,2,1
0.1744335165862888,0.4861145992171175,0.2261659215698916,0.2596788064861911,0.0447768812317402,0.0061298757392622,0.0201544592811766,0.5935532853760201,CYT,0,2
0.5434537469656785,0.0147803999909216,0.1211359701573914,0.2775324334628876,0.1128279869586364,0.0096231626700102,0.0767165094363727,0.2531835832202023,MIT,2,2
0.0616539134466732,0.4539745004458399,0.3183490509608953,0.2421946139258696,0.0539566073990202,0.0510376957691957,0.1481683197054593,0.3236306939346527,NUC,0,2
0.2356865066312641,0.1423233410525008,0.3581814115756039,0.1284247062933557,0.0674126812888219,0.027481037591908,0.167990765635305,0.3214543278500581,MIT,2,1
0.3132941266752032,0.2414851680834714,0.1383327820488865,0.152359821005414,0.1803598107839557,0.0110597677966469,0.0021497741680646,0.5303493543654195,EXC,3,3
0.1525833147039861,0.3340622499196559,0.0768397416306727,0.123185755077913,0.1350671866845352,0.0148967141755752,0.0187295464345668,0.4270556051858803,NUC,3,3
0.3868863360183782,0.2810880917112684,0.3175491526602593,0.2002562294491145,0.0751021132760127,0.0195344107630607,0.008592795332872,0.561386652102824,CYT,2,1
0.4845897602554896,0.2061293731635253,0.2536367028964534,0.1515248922099546,0.0227481763413793,0.0136522141294683,0.0143971182551229,0.2560863409375031,CYT,2,1
0.0959387779732849,0.1851448303269187,0.4876682259407711,0.130985203707861,0.1118859636630138,0.0574922036871734,0.0258866695416598,0.4587207364845418,CYT,2,1
0.3662241584833629,0.2459328891129591,0.1289027506879504,0.6483089782822802,0.1031230121066802,0.0358695589919446,0.0575968794024158,0.5089905774847087,MIT,0,2
0.2983728426907024,0.4382524363063503,0.4985212416623674,0.0232952962175106,0.121682259802874,0.0561099361754884,0.0381093539651859,0.3741962246165383,CYT,2,1
0.2237663665214278,0.3490695177338801,0.3116409299929074,0.2356075417849481,0.1677597726321944,0.043056846073815,0.2150320425137201,0.3409842601221997,NUC,0,2
0.1642916485213648,0.1179709153070001,0.2940078811168252,0.0537776735449289,0.1820611815851549,0.0120209374345359,0.1008466296381337,0.4784039734848443,CYT,3,3
0.4613858274628866,0.5547513375151625,0.4539049192965913,0.1753214530670011,0.0717736188285477,0.0368356356109751,0.1551058295890674,0.311310395927709,CYT,0,1
0.0983214607503696,0.0767737722612153,0.4814683424132835,0.2946639822194803,0.0628335875009368,0.128887204083303,0.0519116884786073,0.4512848948603221,CYT,1,1
0.179247512983417,0.4839746396768906,0.2417876221747869,0.0953835725466649,0.0205178997788846,0.1057656319921624,0.0812746917981468,0.455499607792056,NUC,1,0
0.3430187325979972,0.367693437855412,0.370298497120102,0.0360758831439701,0.0363910026900583,0.1087263818188343,0.1594038272875422,0.4374261264589724,CYT,1,0
0.2746698380360602,0.0813391209937486,0.2730381995973803,0.2345772475669417,0.1137906251424035,0.0190715829675616,0.2587657896280662,0.5579640118650598,NUC,0,1
0.4432945779277498,0.4555342931594334,0.1462574484969285,0.1083326482008339,0.0578183449882335,0.0167581785883106,0.1233116443642259,0.3876293619367864,NUC,2,1
0.1327244318952246,0.3740042746314323,0.3476789846198167,0.0766611805717994,0.0127288513582385,0.0441679402405425,0.1317215281480581,0.2946751603428502,ME2,2,1
0.4006430877209991,0.3403905931809979,0.2599751168823962,0.148839215636671,0.1758955561587872,0.0038381852437136,0.1066401858113326,0.3188069669294845,MIT,3,1
0.3225960385009868,0.1467751624799286,0.4453272222875402,0.4080370974427689,0.0945622347285104,0.0748970479869315,0.0698568398033363,0.2631801742372077,NUC,0,2
0.2923618255131976,0.2673100010642549,0.3597042855245216,0.1205737413610305,0.0446273496225594,0.103013246620174,0.0544769513943594,0.4107636590125588,MIT,1,0
0.1135769732526367,0.1604547427402467,0.2790421721748289,0.1030508874599743,0.1924015790583916,0.0111301390992633,0.1637277454892269,0.7285387707376024,CYT,3,3
0.3415589572254627,0.3050549186050553,0.2627306401248513,0.1495482213803843,0.0191364631992696,0.0748559736992363,0.021936808142555,0.5732207993000298,NUC,2,1
0.1699958739594175,0.1038975524369371,0.4451534803117551,0.06268306380204,0.0039561846860339,0.0427200238962345,0.0349504453097301,0.5489742138396907,CYT,2,1
0.8014732049023443,0.5856177790771253,0.2124361290685567,0.1549451001756908,0.0952427608806926,0.0092963309779187,0.1028521871010427,0.5945234374447357,CYT,0,1
0.1317706240875745,0.2827729283194933,0.5562018398456392,0.401837331040234,0.1059254212567976,0.0542931716794982,0.0555316784424765,0.5543669864941584,NUC,0,2
0.125499659191502,0.213491600421602,0.2581919715789676,0.0769515348078563,0.0723383631279284,0.008816560181182,0.1676945493420141,0.3094881200501331,CYT,2,1
0.3370138954716539,0.3559589768372399,0.2636256238227466,0.0822871360785894,0.0336657604897559,0.0099262579967285,0.0171016535593072,0.4401322620114328,CYT,2,1
0.0343986220052017,0.5734595733853664,0.2864676067417132,0.2187818770036542,0.278576005983594,0.0954194810781788,0.0914552560857315,0.5443337456201089,CYT,3,3
0.159377520333094,0.1639735907199302,0.2032969886558589,0.2898380365519988,0.3040738218046304,0.01291069701443,0.0133828082378958,0.2811415854088329,MIT,3,3
0.2615158445906097,0.4138082018946277,0.1651504645762521,0.3687899239783831,0.0193905835905486,0.0079593655879583,0.0310838459515906,0.3712255380067836,CYT,0,2
0.2491194021961276,0.2933154218576188,0.0826968671728305,0.0328671551653043,0.0432228251291584,0.1047765966116537,0.1401618760745901,0.4935047786596696,CYT,1,0
0.0685869246308145,0.2420795674080818,0.3901918421062159,0.1325448448923014,0.0086289980550874,0.0459938439787556,0.0092142203509792,0.3231139353582015,MIT,2,1
0.4595064072499054,0.0271267521958157,0.4483090968690791,0.2958693189977712,0.0454511272312688,0.0329245747045853,0.1273358823270429,0.3031993186129844,CYT,2,2
0.5414781386117564,0.3306799193500325,0.4893492636182796,0.056344911047685,0.2328986624078871,0.0141893722050063,0.0718431384991376,0.243649222623409,ME3,3,3
0.2605960618109315,0.4027180854700131,0.4992827884700538,0.3561467250713795,0.2430212540986423,0.0216449695407353,0.0823261522583596,0.124324828512593,MIT,3,3
0.067535907483785,0.4902794232319584,0.1607725180846999,0.2860932054680975,0.043438034658016,0.0225930891874649,0.1347745701225219,0.099331848857445,CYT,0,0
0.0467688349727268,0.4097408355054224,0.2106227178221112,0.0529927295874508,0.1141858169484201,0.0503125078145816,0.1868567382678973,0.4147286276383423,NUC,2,1
0.127131476580951,0.2316596704927427,0.3020277091137591,0.1325918079207327,0.1718213804427155,0.0056607156090288,0.0794343542248003,0.3524335748079776,VAC,3,3
0.3265987258278122,0.1381653361950501,0.2267516394269993,0.1416887389418707,0.0312292979269778,0.0108738360066009,0.0974285071323236,0.1162897172856018,NUC,2,1
0.1191248654111389,0.0314262974067202,0.4185693536773783,0.204856469967676,0.1005621719814788,0.0693039472724601,0.0506868580676356,0.3276300122928842,CYT,2,1
0.1077670455014623,0.4213183685883098,0.4637501831342299,0.1586909710666204,0.0158772331299566,0.1817153187646559,0.1169458598170075,0.4200552679403169,MIT,1,0
0.3246010263074086,0.3324209356321206,0.1695318344649125,0.0981372807924829,0.0598257871800131,0.0419721119012602,0.1057781986693781,0.3890666816078096,CYT,2,1
0.2193544911847561,0.2613980628810058,0.0662213401321283,0.3837561779520619,0.2612268503674813,0.0359088924782625,0.1607122899569613,0.3273870716384277,CYT,3,2
0.3047922320216946,0.1359779487173602,0.4763069752548515,0.1260537189166875,0.0627015766028847,0.0694361056579828,0.199502353916965,0.3763494039750018,MIT,2,1
0.403730071467841,0.058556931606324,0.4301682556304838,0.1806157709795635,0.2332995631177614,0.0240743407893223,0.0810000396354312,0.5980392349055965,CYT,3,1
0.1841289216978105,0.6014318584295841,0.1519526547685071,0.2481431533957274,0.0362052248242444,0.0129814897388215,0.1765440144746543,0.4518055539243008,NUC,0,1
0.2344736594858819,0.542582950337692,0.1943991534177627,0.1334943032084671,0.0724956887394879,0.0475344162586793,0.0571974264633471,0.3047797394451574,CYT,2,1
0.175068748991844,0.6298113016787912,0.0918010731666439,0.2407540591959186,0.0879358404074454,0.0132086541609795,0.0122205327310337,0.2766137281990509,MIT,0,1
0.2673316734797696,0.5844102972718348,0.3938187092508182,0.1391751658420948,0.0297846676995769,0.0064271031860606,0.0220435996623653,0.4260498451733578,CYT,2,1
0.238699744225137,0.2623930633446406,0.3170459062912672,0.439229398495868,0.075308676547605,0.0156097395800336,0.2328433315567014,0.5768570082754161,CYT,0,2
0.3257956107307604,0.1372339047744618,0.4894442263147177,0.115388919593293,0.0045072918682887,0.0127145005887346,0.0042303072634713,0.280424325064033,CYT,2,1
0.4434878606676832,0.2120534063592089,0.4345313717029546,0.1274420799247897,0.0902834305013272,0.0014556948868912,0.1114757430303732,0.7668389389796629,CYT,2,1
0.3855671372233749,0.1437831666690156,0.2799394482338329,0.2893201300520993,0.0339249912272098,0.0146325494560108,0.4195199110239122,0.2244417599996374,CYT,0,0
0.0961525816865667,0.1649703162530386,0.1362857626183712,0.3702484238123044,0.0020379540382479,0.0098665681363662,0.089850993663364,0.1896426966752215,CYT,0,1
0.2089847738799713,0.3507234479976578,0.0921301624557711,0.1868412399697216,0.2195506317763864,0.0816786445690741,0.1318808590583486,0.4056029315749395,ME3,3,3
0.1661962342804483,0.1236767140023194,0.1315589550816916,0.4903676698578942,0.1012735498800275,0.0133211351982382,0.013437488473591,0.2062144063147378,NUC,0,2
0.2272148735050511,0.3001301290644164,0.2097743244097105,0.044014132386412,0.1526622505853268,0.0035662374829928,0.0223156992154626,0.7495978553251061,CYT,3,1
0.4759204964642726,0.0881766674927675,0.2462778952385305,0.1489945380525159,0.0166554352075892,0.002453922437871,0.077868744728241,0.2042003004988956,NUC,2,1
0.1158847910316493,0.2813573235923288,0.2195865648682905,0.1319360424281721,0.129595350595419,0.0968865463558108,0.0436655425799865,0.6034086073744559,POX,1,1
0.1718540724955221,0.2627604540410931,0.4685740575132518,0.2110205623696581,0.1802808608429085,0.0099543635736692,0.1051476962329531,0.3049301036812317,NUC,3,1
0.2409358088306848,0.5717220352780182,0.3755643598422645,0.0931995328454415,0.0019141157344195,0.0210800463103347,0.1116992454536684,0.3118465292721,NUC,2,1
0.1965854535395116,0.0978792866038036,0.5297709800759048,0.2044306939129092,0.073095353146067,0.0142102673459042,0.0262379307558629,0.4969870122025294,CYT,2,2
0.1545074012420307,0.1809084106138979,0.2217563200202661,0.0663995395690954,0.0762479141729614,0.02022512567303,0.1151566624597328,0.4857373724098626,NUC,2,1
0.3024753876496196,0.191892972445489,0.3645073597969251,0.1468732608707291,0.1122498477445611,0.0318381235937677,0.1145321258787579,0.2991025666839293,CYT,2,0
0.2628503990216566,0.4378854504808222,0.5323138728746238,0.1751361360969904,0.0298668083391404,0.0071932636877117,0.1751950497633309,0.3437473682436866,NUC,2,1
0.1783854898271363,0.2765704822976085,0.5277672035772283,0.2068828048868846,0.0329494818911901,0.1608759703249953,0.0747756822973869,0.1583176407523997,CYT,1,0
0.0714033686941217,0.3600801505110385,0.0536554860830911,0.1656953682847959,0.025042639893756,0.0503356086287824,0.0452821060092801,0.4035237572752831,NUC,2,1
0.3680479351839821,0.2982037471093363,0.1830918564809029,0.1307303039585477,0.0257649261315548,0.0029882068053198,0.1472547174515278,0.7246653878582948,CYT,2,1
0.1650023992108502,0.11032125402614,0.087007103759543,0.0989495939103157,0.0446438569463812,0.0038443308790558,0.0187696498939458,0.6203346677885061,CYT,2,1
0.6463769483914986,0.1518890752929192,0.3184432729298974,0.2338144767341061,0.0161294048140696,0.0036559245552455,0.0263485875889089,0.5161638934045923,NUC,2,1
0.5031230845032987,0.390328238498523,0.3804091604839348,0.1113159479856979,0.1167940923165114,0.0575607465906808,0.1229339292241593,0.3643190527713924,CYT,2,1
0.4086469850455971,0.3311068861312367,0.227610802019191,0.2614356866607349,0.0289366027076267,0.0195919147183316,0.2679803530181973,0.2907539584150704,CYT,0,1
0.3784719386186747,0.2008776114080248,0.4379181198850707,0.1400090851422585,0.0485556026590402,0.0229350386677114,0.0464018530294806,0.1653865851987848,CYT,2,1
0.4808171104256128,0.0489796173011612,0.2514320399268663,0.0719819107047593,0.0433491114945038,0.0377695448739399,0.1525228348761979,0.3835080161432093,NUC,2,1
0.4501527714550122,0.1233067777366615,0.1778712827486891,0.0471961778618475,0.0073925612408442,0.0236350017148722,0.0268232281907629,0.4290884708501649,NUC,2,1
0.3148546559271867,0.3349205797884951,0.2887007618792893,0.0873233342235262,0.1705421026024461,0.0055137286923408,0.1697480947124089,0.2697783753699388,CYT,3,1
0.3458306244455384,0.1397202806821597,0.1082368373085496,0.4462688698878034,0.1237159461245656,0.078783019686107,0.0083463338031107,0.4376364020220518,NUC,0,2
0.5386521682270735,0.5791007161606667,0.3849521890847224,0.0578020614434839,0.0108348082255176,0.0323370033546133,0.0001442936460142,0.3985173901163397,NUC,2,1
0.3061721796943814,0.7419448036885942,0.4207187452135962,0.0766318103619783,0.1069060982277388,0.0049356351532247,0.0853494402681817,0.4435095479817936,NUC,2,1
0.145588134244425,0.229838746712316,0.0788673468862949,0.1748555173697771,0.165358941446515,0.1901344835724221,0.046013689273565,0.345966697574585,CYT,1,0
0.4518857472364912,0.4154026027994106,0.2470645976083856,0.0983831609123466,0.1172506831871602,0.0015639401184296,0.0645909787490766,0.2871067809196008,CYT,2,1
0.3599374248179245,0.3325062048861093,0.1592657573271287,0.1483987791447297,0.0435136179509372,0.1346067799693671,0.0324270915328784,0.4321024511956188,CYT,1,0
0.061906433771692,0.426517797894386,0.2392778128934652,0.2495496744108919,0.1989622273803045,0.00958362886959,0.1079388698800943,0.4838056086820441,NUC,3,2
0.2328545928203029,0.6609010846342681,0.3678466310315138,0.3646257484202708,0.1174477889410032,0.0106525047637778,0.325222027258266,0.598251918840671,MIT,0,0
0.1920824664494293,0.2930990674380786,0.2439988469278273,0.1347841059200716,0.0878663875389735,0.0447000151750843,0.1445147655866995,0.378087274868327,NUC,2,1
0.5199092769591175,0.0133381255946905,0.7099473613995595,0.4940700502139956,0.0142548358735513,0.1090687744703392,0.0320919540557193,0.414561289448552,CYT,1,2
0.2201943740399156,0.337122565435892,0.252714055636888,0.3520873786119375,0.0050589728876154,0.2299949628181234,0.1570116364679735,0.2399755275426009,CYT,1,0
0.1377202357514125,0.5170278545537692,0.3777887030336769,0.0843292567240866,0.0498849635532022,0.0255315212974019,0.1064447083147418,0.4293673562082666,CYT,2,1
0.471971286182723,0.0572279446922691,0.2603688311531065,0.3732674925891989,0.2298034779730147,0.2054816801789797,0.0985919177620239,0.1738547445413089,CYT,1,0
0.1588460545173127,0.6068938944826024,0.2958110026676462,0.093505534425222,0.055214218918569,0.0780068313527093,0.1117947719721171,0.2823775627211033,CYT,2,0
0.0596894752708395,0.6435601389477845,0.226558252794038,0.0553426239295785,0.1178160907224826,0.1819788518154189,0.0553438265668388,0.3265378116997156,CYT,1,0
0.3408156596522683,0.4402367281231248,0.4549661855304444,0.0865474102967339,0.0975454522127115,0.1020924613990022,0.4090046030621475,0.7800990122313515,MIT,1,0
0.3066486182634088,0.0790947255047947,0.3207801297152122,0.1399824990129524,0.0215778544750422,0.0002342156008467,0.1516996684703151,0.5263853823368068,CYT,2,1
0.2789555071166884,0.2641188058125814,0.4652643182862718,0.0264876685796642,0.0594806670203204,0.0209683747793611,0.034358903980601,0.2784018715799962,NUC,2,1
0.3288097857207583,0.1450596760975019,0.1483996164348364,0.0847170561293696,0.0049324919058826,0.0305562710229902,0.1501251820377519,0.4900021860521005,NUC,2,1
0.4064901896391388,0.3446424575993012,0.2074947484593267,0.0345545976534014,0.1177386773436727,0.098720700561171,0.3116686053830148,0.168246984790882,NUC,1,0
0.3234596782435212,0.1205782593653721,0.3167205109510451,0.4998244016187629,0.023536913400841,0.1478069314959968,0.0781509705620696,0.583031052084165,MIT,1,0
0.1813428850517404,0.5177780423520806,0.4101927149524864,0.1399455550996909,0.0016018042530101,0.0092050734610553,0.1074058241230516,0.367394289440981,CYT,2,1
0.110344420804029,0.2290506178869762,0.2597968290143196,0.2264663758896928,0.0318534317241113,0.0121544192500922,0.0852562770930489,0.2944810352905713,CYT,2,1
0.0626113417445731,0.21150460958675,0.5630605337004168,0.1162569821606997,0.0100648793487184,0.1012977307481166,0.0481078352899487,0.2325549479893355,NUC,1,0
0.3893738659278771,0.1962787208232702,0.1569454033112171,0.1740984268737171,0.0267815667007002,0.0524047804136857,0.0110562261182598,0.6615836815547295,CYT,2,1
0.2208119923981546,0.1823617538758681,0.3105599356316222,0.0525099153750165,0.0983678422833143,0.009325112969821,0.2412057310241942,0.2088029744462154,EXC,2,1
0.1705774606874289,0.2522517475269617,0.5144492283076851,0.0954145635149682,0.0324849731184147,0.0182950964321799,0.0288641187535,0.4331160886317473,CYT,2,1
0.0676360338470681,0.0406524091894457,0.5750005120495603,0.2035928744122762,0.0874793083347404,0.1287705130608591,0.0061110097017114,0.3496449086907774,CYT,1,1
0.2063693713019656,0.3578187963663263,0.260567175776681,0.0486821588831602,0.025668190961876,0.0086505098013824,0.138802253648497,0.230601825465296,NUC,2,1
0.3587901228827754,0.1555032616924785,0.1077701358337921,0.1078566472868821,0.1660092867396478,0.1052333172605156,0.2313770499114771,0.3871347148793858,CYT,1,0
0.316899984774653,0.4235698184514463,0.2874530203577741,0.190638421829146,0.0115967497062304,0.1000365531884094,0.2832079329748473,0.4380580944236655,CYT,1,0
0.1365637082251592,0.446852193694835,0.1488158727207872,0.0578526132191494,0.239188804517772,0.0756019146688017,0.0510476913978432,0.4195198799324965,ME3,3,3
0.2170837430502517,0.4449458737235301,0.2833447818732873,0.344840724301581,0.0730807494429235,0.0023115859708564,0.0757541281318329,0.3402509166737057,CYT,0,2
0.1363792431986001,0.3495493880605239,0.310335770018917,0.1492597001844299,0.0858622568404896,0.0098008599284264,0.0569392012454161,0.2814191003493417,NUC,2,1
0.0637349304068678,0.3159843982220047,0.2017959055015911,0.2494927210648074,0.1473824096859293,0.027713566272851,0.195949340834673,0.0617454922432882,CYT,0,0
0.5785716282335199,0.4976468743963927,0.3546558302713645,0.1463750451174808,0.0391299549844093,0.009310305328986,0.181880723169257,0.3637274736908112,CYT,2,1
0.1673754331871321,0.3530190604115067,0.3665650211103605,0.1984225284073707,0.0909610706501971,0.0607913862360761,0.0476466208321322,0.3381018271478244,CYT,2,1
0.485750585203021,0.348523207774895,0.3416558630241478,0.1117074615543357,0.0472877909317182,0.1087995236605433,0.0638009675613541,0.285720910742159,CYT,1,1
0.2231288814404552,0.3983673609104405,0.3635419905683842,0.0768794716143626,0.0126239956705006,0.0542988502138598,0.1004498976861087,0.3631861746036529,CYT,2,1
0.3734488472849538,0.5924717736409679,0.2792625093499489,0.0636632953637138,0.0381832883711861,0.0679722661244214,0.0573555367267808,0.0663203500354983,EXC,2,1
0.3866075694193058,0.6535663036221161,0.2725479461643302,0.2369294493717118,0.0709898763893457,0.0155764165684373,0.3686868562915467,0.3551779743784484,NUC,0,0
0.2910392925454743,0.0679682877550722,0.2522802199238972,0.1455294475873267,0.056423277462684,0.0202447447497016,0.1003479550758197,0.6970764768711551,MIT,2,1
0.3584957567261279,0.4471709888110322,0.301685102147979,0.1128748934549527,0.0110206426934926,0.2096480353809753,0.0696872300668855,0.3839152673339832,CYT,1,0
0.3688485254461,0.1158917338031425,0.1759398133760211,0.0474145044566161,0.1489824339248151,0.0361318909050176,0.0294561568984722,0.2102429067748741,CYT,2,1
0.4338558481917234,0.2814333490733505,0.3812233098253091,0.1551588964004666,0.0921323519380439,0.0186499754433772,0.066832327941372,0.2963160626585044,NUC,2,1
0.0593243266171532,0.1195674093801388,0.3190692038655495,0.1376829757778762,0.1671971336174761,0.0442896148206533,0.0960827683396899,0.1773126736100831,NUC,2,1
0.1537383027458395,0.1988856232111621,0.2248878185356664,0.2137038675436894,0.0522806357807785,0.045298260778534,0.0551129973778093,0.0523915540395999,CYT,2,1
0.690927168796683,0.0704413922611819,0.1724308143934397,0.2134788316823412,0.0129561461101756,0.0532062451856486,0.0300483175606946,0.3434631619294788,CYT,2,1
0.0492709683183529,0.4551597928900048,0.1112888547153574,0.322790193841175,0.1729596323407241,0.0753416433644781,0.1083056265599818,0.5175058698450159,CYT,0,2
0.1859158401713941,0.379625712051158,0.2683525309146628,0.0333647650568571,0.140371960957891,0.0281248748593661,0.0321410534166967,0.2546414734656437,CYT,2,3
0.2715695031402613,0.6618131445009781,0.246441942915316,0.2021562794534212,0.1112687178457175,0.0701832001728189,0.1384815496307561,0.2585985183392253,MIT,0,0
0.3219105263709601,0.4406461860664598,0.5103678465858786,0.1320111415414485,0.0942528728381061,0.0104068895574861,0.0295393961477857,0.2410180721934898,CYT,2,1
0.4820942894903152,0.0694879261156254,0.1774107535758253,0.1232651988594598,0.1679017027631901,0.0163033025714688,0.1074510645488703,0.1800192880604209,CYT,2,0
0.319706275524256,0.5095985612755747,0.214192126367919,0.1048631966337699,0.0419942598345266,0.0708517130646102,0.0837991375672424,0.2222103435082298,NUC,2,0
0.4916099383257625,0.1493362462553793,0.0925504141106623,0.0545563778040018,0.2349184145039766,0.0737210291879109,0.1914332036850067,0.1828653125008141,CYT,3,0
